nohup: ignoring input
2016/03/13 08:08:42 16350000
2016/03/13 08:09:20 16360000
2016/03/13 08:09:57 16370000
2016/03/13 08:10:30 16380000
2016/03/13 08:11:05 16390000
2016/03/13 08:11:32 16400000
2016/03/13 08:12:05 16410000
2016/03/13 08:12:33 16420000
2016/03/13 08:13:02 16430000
2016/03/13 08:13:30 16440000
2016/03/13 08:13:57 16450000
2016/03/13 08:14:26 16460000
2016/03/13 08:14:53 16470000
2016/03/13 08:15:18 16480000
2016/03/13 08:15:48 16490000
2016/03/13 08:16:16 16500000
2016/03/13 08:16:42 16510000
2016/03/13 08:17:09 16520000
2016/03/13 08:17:38 16530000
2016/03/13 08:18:06 16540000
2016/03/13 08:18:35 16550000
2016/03/13 08:19:00 16560000
2016/03/13 08:19:29 16570000
2016/03/13 08:20:00 16580000
2016/03/13 08:20:26 16590000
2016/03/13 08:20:56 16600000
2016/03/13 08:21:26 16610000
2016/03/13 08:21:54 16620000
2016/03/13 08:22:20 16630000
2016/03/13 08:22:51 16640000
2016/03/13 08:23:20 16650000
2016/03/13 08:23:53 16660000
2016/03/13 08:24:17 16670000
2016/03/13 08:24:44 16680000
2016/03/13 08:25:15 16690000
2016/03/13 08:25:42 16700000
2016/03/13 08:26:15 16710000
2016/03/13 08:26:41 16720000
2016/03/13 08:27:14 16730000
2016/03/13 08:27:46 16740000
2016/03/13 08:28:15 16750000
2016/03/13 08:28:43 16760000
2016/03/13 08:29:08 16770000
2016/03/13 08:29:37 16780000
2016/03/13 08:30:05 16790000
2016/03/13 08:30:33 16800000
2016/03/13 08:31:04 16810000
2016/03/13 08:31:33 16820000
2016/03/13 08:32:01 16830000
2016/03/13 08:32:29 16840000
2016/03/13 08:33:01 16850000
2016/03/13 08:33:30 16860000
2016/03/13 08:34:02 16870000
2016/03/13 08:34:33 16880000
2016/03/13 08:35:01 16890000
2016/03/13 08:35:27 16900000
2016/03/13 08:35:54 16910000
2016/03/13 08:36:19 16920000
2016/03/13 08:36:47 16930000
2016/03/13 08:37:14 16940000
2016/03/13 08:37:45 16950000
2016/03/13 08:38:18 16960000
2016/03/13 08:38:48 16970000
2016/03/13 08:39:13 16980000
2016/03/13 08:39:40 16990000
2016/03/13 08:40:12 17000000
2016/03/13 08:40:41 17010000
2016/03/13 08:41:10 17020000
2016/03/13 08:41:36 17030000
2016/03/13 08:42:05 17040000
2016/03/13 08:42:33 17050000
2016/03/13 08:43:00 17060000
2016/03/13 08:43:30 17070000
2016/03/13 08:44:02 17080000
2016/03/13 08:44:32 17090000
2016/03/13 08:45:01 17100000
2016/03/13 08:45:28 17110000
2016/03/13 08:45:55 17120000
2016/03/13 08:46:27 17130000
2016/03/13 08:46:56 17140000
2016/03/13 08:47:23 17150000
2016/03/13 08:47:52 17160000
2016/03/13 08:48:19 17170000
2016/03/13 08:48:50 17180000
2016/03/13 08:49:19 17190000
2016/03/13 08:49:49 17200000
2016/03/13 08:50:21 17210000
2016/03/13 08:50:50 17220000
2016/03/13 08:51:21 17230000
2016/03/13 08:51:52 17240000
2016/03/13 08:52:24 17250000
2016/03/13 08:52:57 17260000
2016/03/13 08:53:22 17270000
2016/03/13 08:53:51 17280000
2016/03/13 08:54:23 17290000
2016/03/13 08:54:52 17300000
2016/03/13 08:55:22 17310000
2016/03/13 08:55:55 17320000
2016/03/13 08:56:24 17330000
2016/03/13 08:56:50 17340000
2016/03/13 08:57:25 17350000
2016/03/13 08:57:53 17360000
2016/03/13 08:58:23 17370000
2016/03/13 08:58:54 17380000
2016/03/13 08:59:25 17390000
2016/03/13 08:59:56 17400000
2016/03/13 09:00:24 17410000
2016/03/13 09:00:56 17420000
2016/03/13 09:01:22 17430000
2016/03/13 09:01:55 17440000
2016/03/13 09:02:23 17450000
2016/03/13 09:02:54 17460000
2016/03/13 09:03:27 17470000
2016/03/13 09:03:56 17480000
2016/03/13 09:04:23 17490000
2016/03/13 09:04:55 17500000
2016/03/13 09:05:28 17510000
2016/03/13 09:06:00 17520000
2016/03/13 09:06:31 17530000
2016/03/13 09:07:00 17540000
2016/03/13 09:07:32 17550000
2016/03/13 09:08:00 17560000
2016/03/13 09:08:29 17570000
2016/03/13 09:08:59 17580000
2016/03/13 09:09:28 17590000
2016/03/13 09:09:57 17600000
2016/03/13 09:10:27 17610000
2016/03/13 09:10:59 17620000
2016/03/13 09:11:27 17630000
2016/03/13 09:11:58 17640000
2016/03/13 09:12:30 17650000
2016/03/13 09:13:00 17660000
2016/03/13 09:13:32 17670000
2016/03/13 09:14:04 17680000
2016/03/13 09:14:35 17690000
2016/03/13 09:15:08 17700000
2016/03/13 09:15:38 17710000
2016/03/13 09:16:10 17720000
2016/03/13 09:16:37 17730000
2016/03/13 09:17:06 17740000
2016/03/13 09:17:34 17750000
2016/03/13 09:18:06 17760000
2016/03/13 09:18:37 17770000
2016/03/13 09:19:09 17780000
2016/03/13 09:19:38 17790000
2016/03/13 09:20:06 17800000
2016/03/13 09:20:36 17810000
2016/03/13 09:21:05 17820000
2016/03/13 09:21:37 17830000
2016/03/13 09:22:08 17840000
2016/03/13 09:22:38 17850000
2016/03/13 09:23:07 17860000
2016/03/13 09:23:36 17870000
2016/03/13 09:24:09 17880000
2016/03/13 09:24:38 17890000
2016/03/13 09:25:08 17900000
2016/03/13 09:25:33 FINISHED LOADING
3277.23user 1906.25system 12:47:34elapsed 11%CPU (0avgtext+0avgdata 97912maxresident)k
2096856inputs+18480outputs (3906major+45586minor)pagefaults 0swaps
