nohup: ignoring input
2016/03/13 01:02:54 8250000
2016/03/13 01:03:25 8260000
2016/03/13 01:03:47 8270000
2016/03/13 01:04:12 8280000
2016/03/13 01:04:38 8290000
2016/03/13 01:05:02 8300000
2016/03/13 01:05:34 8310000
2016/03/13 01:05:59 8320000
2016/03/13 01:06:27 8330000
2016/03/13 01:06:56 8340000
2016/03/13 01:07:20 8350000
2016/03/13 01:07:49 8360000
2016/03/13 01:08:16 8370000
2016/03/13 01:08:44 8380000
2016/03/13 01:09:11 8390000
2016/03/13 01:09:36 8400000
2016/03/13 01:10:03 8410000
2016/03/13 01:10:28 8420000
2016/03/13 01:10:55 8430000
2016/03/13 01:11:19 8440000
2016/03/13 01:11:45 8450000
2016/03/13 01:12:11 8460000
2016/03/13 01:12:37 8470000
2016/03/13 01:13:02 8480000
2016/03/13 01:13:29 8490000
2016/03/13 01:13:54 8500000
2016/03/13 01:14:16 8510000
2016/03/13 01:14:41 8520000
2016/03/13 01:15:07 8530000
2016/03/13 01:15:32 8540000
2016/03/13 01:15:57 8550000
2016/03/13 01:16:22 8560000
2016/03/13 01:16:47 8570000
2016/03/13 01:17:15 8580000
2016/03/13 01:17:41 8590000
2016/03/13 01:18:06 8600000
2016/03/13 01:18:29 8610000
2016/03/13 01:18:50 8620000
2016/03/13 01:19:15 8630000
2016/03/13 01:19:42 8640000
2016/03/13 01:20:09 8650000
2016/03/13 01:20:35 8660000
2016/03/13 01:20:59 8670000
2016/03/13 01:21:25 8680000
2016/03/13 01:21:51 8690000
2016/03/13 01:22:19 8700000
2016/03/13 01:22:45 8710000
2016/03/13 01:23:09 8720000
2016/03/13 01:23:35 8730000
2016/03/13 01:23:59 8740000
2016/03/13 01:24:21 8750000
2016/03/13 01:24:46 8760000
2016/03/13 01:25:09 8770000
2016/03/13 01:25:32 8780000
2016/03/13 01:25:59 8790000
2016/03/13 01:26:25 8800000
2016/03/13 01:26:52 8810000
2016/03/13 01:27:16 8820000
2016/03/13 01:27:40 8830000
2016/03/13 01:28:08 8840000
2016/03/13 01:28:30 8850000
2016/03/13 01:28:54 8860000
2016/03/13 01:29:17 8870000
2016/03/13 01:29:40 8880000
2016/03/13 01:30:08 8890000
2016/03/13 01:30:30 8900000
2016/03/13 01:30:57 8910000
2016/03/13 01:31:25 8920000
2016/03/13 01:31:51 8930000
2016/03/13 01:32:16 8940000
2016/03/13 01:32:40 8950000
2016/03/13 01:33:05 8960000
2016/03/13 01:33:29 8970000
2016/03/13 01:33:52 8980000
2016/03/13 01:34:14 8990000
2016/03/13 01:34:37 9000000
2016/03/13 01:35:01 9010000
2016/03/13 01:35:27 9020000
2016/03/13 01:35:55 9030000
2016/03/13 01:36:20 9040000
2016/03/13 01:36:47 9050000
2016/03/13 01:37:13 9060000
2016/03/13 01:37:38 9070000
2016/03/13 01:38:05 9080000
2016/03/13 01:38:29 9090000
2016/03/13 01:38:54 9100000
2016/03/13 01:39:18 9110000
2016/03/13 01:39:44 9120000
2016/03/13 01:40:10 9130000
2016/03/13 01:40:37 9140000
2016/03/13 01:41:02 9150000
2016/03/13 01:41:27 9160000
2016/03/13 01:41:53 9170000
2016/03/13 01:42:18 9180000
2016/03/13 01:42:46 9190000
2016/03/13 01:43:09 9200000
2016/03/13 01:43:32 9210000
2016/03/13 01:44:00 9220000
2016/03/13 01:44:24 9230000
2016/03/13 01:44:50 9240000
2016/03/13 01:45:17 9250000
2016/03/13 01:45:40 9260000
2016/03/13 01:46:06 9270000
2016/03/13 01:46:32 9280000
2016/03/13 01:47:00 9290000
2016/03/13 01:47:25 9300000
2016/03/13 01:47:48 9310000
2016/03/13 01:48:13 9320000
2016/03/13 01:48:40 9330000
2016/03/13 01:49:11 9340000
2016/03/13 01:49:37 9350000
2016/03/13 01:50:02 9360000
2016/03/13 01:50:29 9370000
2016/03/13 01:50:55 9380000
2016/03/13 01:51:18 9390000
2016/03/13 01:51:44 9400000
2016/03/13 01:52:10 9410000
2016/03/13 01:52:37 9420000
2016/03/13 01:53:02 9430000
2016/03/13 01:53:28 9440000
2016/03/13 01:53:55 9450000
2016/03/13 01:54:20 9460000
2016/03/13 01:54:44 9470000
2016/03/13 01:55:09 9480000
2016/03/13 01:55:34 9490000
2016/03/13 01:56:01 9500000
2016/03/13 01:56:27 9510000
2016/03/13 01:56:52 9520000
2016/03/13 01:57:18 9530000
2016/03/13 01:57:42 9540000
2016/03/13 01:58:09 9550000
2016/03/13 01:58:34 9560000
2016/03/13 01:58:58 9570000
2016/03/13 01:59:22 9580000
2016/03/13 01:59:43 9590000
2016/03/13 03:00:09 9600000
2016/03/13 03:00:32 9610000
2016/03/13 03:00:59 9620000
2016/03/13 03:01:26 9630000
2016/03/13 03:01:52 9640000
2016/03/13 03:02:15 9650000
2016/03/13 03:02:39 9660000
2016/03/13 03:03:06 9670000
2016/03/13 03:03:34 9680000
2016/03/13 03:03:58 9690000
2016/03/13 03:04:23 9700000
2016/03/13 03:04:47 9710000
2016/03/13 03:05:12 9720000
2016/03/13 03:05:34 9730000
2016/03/13 03:06:02 9740000
2016/03/13 03:06:27 9750000
2016/03/13 03:06:54 9760000
2016/03/13 03:07:25 9770000
2016/03/13 03:07:55 9780000
2016/03/13 03:08:18 9790000
2016/03/13 03:08:45 9800000
2016/03/13 03:09:13 9810000
2016/03/13 03:09:39 9820000
2016/03/13 03:10:04 9830000
2016/03/13 03:10:28 9840000
2016/03/13 03:10:56 9850000
2016/03/13 03:11:20 9860000
2016/03/13 03:11:45 9870000
2016/03/13 03:12:13 9880000
2016/03/13 03:12:39 9890000
2016/03/13 03:13:08 9900000
2016/03/13 03:13:33 9910000
2016/03/13 03:13:56 9920000
2016/03/13 03:14:22 9930000
2016/03/13 03:14:47 9940000
2016/03/13 03:15:14 9950000
2016/03/13 03:15:35 9960000
2016/03/13 03:15:58 9970000
2016/03/13 03:16:25 9980000
2016/03/13 03:16:50 9990000
2016/03/13 03:17:14 10000000
2016/03/13 03:17:42 10010000
2016/03/13 03:18:06 10020000
2016/03/13 03:18:35 10030000
2016/03/13 03:19:03 10040000
2016/03/13 03:19:31 10050000
2016/03/13 03:19:57 10060000
2016/03/13 03:20:21 10070000
2016/03/13 03:20:46 10080000
2016/03/13 03:21:11 10090000
2016/03/13 03:21:36 10100000
2016/03/13 03:22:01 10110000
2016/03/13 03:22:25 10120000
2016/03/13 03:22:53 10130000
2016/03/13 03:23:18 10140000
2016/03/13 03:23:44 10150000
2016/03/13 03:24:12 10160000
2016/03/13 03:24:36 10170000
2016/03/13 03:25:02 10180000
2016/03/13 03:25:27 10190000
2016/03/13 03:25:50 10200000
2016/03/13 03:26:18 10210000
2016/03/13 03:26:45 10220000
2016/03/13 03:27:12 10230000
2016/03/13 03:27:40 10240000
2016/03/13 03:28:03 10250000
2016/03/13 03:28:29 10260000
2016/03/13 03:28:56 10270000
2016/03/13 03:29:20 10280000
2016/03/13 03:29:47 10290000
2016/03/13 03:30:16 10300000
2016/03/13 03:30:44 10310000
2016/03/13 03:31:12 10320000
2016/03/13 03:31:37 10330000
2016/03/13 03:32:06 10340000
2016/03/13 03:32:36 10350000
2016/03/13 03:33:03 10360000
2016/03/13 03:33:32 10370000
2016/03/13 03:33:59 10380000
2016/03/13 03:34:29 10390000
2016/03/13 03:34:57 10400000
2016/03/13 03:35:32 10410000
2016/03/13 03:36:01 10420000
2016/03/13 03:36:26 10430000
2016/03/13 03:36:54 10440000
2016/03/13 03:37:17 10450000
2016/03/13 03:37:49 10460000
2016/03/13 03:38:15 10470000
2016/03/13 03:38:41 10480000
2016/03/13 03:39:09 10490000
2016/03/13 03:39:32 10500000
2016/03/13 03:40:03 10510000
2016/03/13 03:40:30 10520000
2016/03/13 03:40:56 10530000
2016/03/13 03:41:21 10540000
2016/03/13 03:41:45 10550000
2016/03/13 03:42:09 10560000
2016/03/13 03:42:35 10570000
2016/03/13 03:43:03 10580000
2016/03/13 03:43:30 10590000
2016/03/13 03:43:58 10600000
2016/03/13 03:44:26 10610000
2016/03/13 03:44:55 10620000
2016/03/13 03:45:22 10630000
2016/03/13 03:45:48 10640000
2016/03/13 03:46:11 10650000
2016/03/13 03:46:40 10660000
2016/03/13 03:47:05 10670000
2016/03/13 03:47:30 10680000
2016/03/13 03:47:56 10690000
2016/03/13 03:48:21 10700000
2016/03/13 03:48:47 10710000
2016/03/13 03:49:14 10720000
2016/03/13 03:49:41 10730000
2016/03/13 03:50:07 10740000
2016/03/13 03:50:30 10750000
2016/03/13 03:50:58 10760000
2016/03/13 03:51:25 10770000
2016/03/13 03:51:52 10780000
2016/03/13 03:52:18 10790000
2016/03/13 03:52:45 10800000
2016/03/13 03:53:08 10810000
2016/03/13 03:53:29 10820000
2016/03/13 03:53:55 10830000
2016/03/13 03:54:16 10840000
2016/03/13 03:54:40 10850000
2016/03/13 03:55:07 10860000
2016/03/13 03:55:32 10870000
2016/03/13 03:56:00 10880000
2016/03/13 03:56:26 10890000
2016/03/13 03:56:52 10900000
2016/03/13 03:57:16 10910000
2016/03/13 03:57:41 10920000
2016/03/13 03:58:09 10930000
2016/03/13 03:58:37 10940000
2016/03/13 03:59:05 10950000
2016/03/13 03:59:33 10960000
2016/03/13 04:00:01 10970000
2016/03/13 04:00:30 10980000
2016/03/13 04:00:55 10990000
2016/03/13 04:01:24 11000000
2016/03/13 04:01:49 11010000
2016/03/13 04:02:13 11020000
2016/03/13 04:02:36 11030000
2016/03/13 04:03:02 11040000
2016/03/13 04:03:27 11050000
2016/03/13 04:03:51 11060000
2016/03/13 04:04:14 11070000
2016/03/13 04:04:41 11080000
2016/03/13 04:05:06 11090000
2016/03/13 04:05:32 11100000
2016/03/13 04:05:59 11110000
2016/03/13 04:06:26 11120000
2016/03/13 04:06:55 11130000
2016/03/13 04:07:25 11140000
2016/03/13 04:07:55 11150000
2016/03/13 04:08:19 11160000
2016/03/13 04:08:46 11170000
2016/03/13 04:09:16 11180000
2016/03/13 04:09:42 11190000
2016/03/13 04:10:07 11200000
2016/03/13 04:10:31 11210000
2016/03/13 04:10:59 11220000
2016/03/13 04:11:26 11230000
2016/03/13 04:11:50 11240000
2016/03/13 04:12:19 11250000
2016/03/13 04:12:46 11260000
2016/03/13 04:13:13 11270000
2016/03/13 04:13:36 11280000
2016/03/13 04:14:01 11290000
2016/03/13 04:14:27 11300000
2016/03/13 04:14:54 11310000
2016/03/13 04:15:17 11320000
2016/03/13 04:15:42 11330000
2016/03/13 04:16:07 11340000
2016/03/13 04:16:35 11350000
2016/03/13 04:17:01 11360000
2016/03/13 04:17:28 11370000
2016/03/13 04:17:57 11380000
2016/03/13 04:18:28 11390000
2016/03/13 04:18:56 11400000
2016/03/13 04:19:21 11410000
2016/03/13 04:19:50 11420000
2016/03/13 04:20:15 11430000
2016/03/13 04:20:43 11440000
2016/03/13 04:21:10 11450000
2016/03/13 04:21:39 11460000
2016/03/13 04:22:05 11470000
2016/03/13 04:22:32 11480000
2016/03/13 04:23:01 11490000
2016/03/13 04:23:27 11500000
2016/03/13 04:23:56 11510000
2016/03/13 04:24:21 11520000
2016/03/13 04:24:50 11530000
2016/03/13 04:25:19 11540000
2016/03/13 04:25:46 11550000
2016/03/13 04:26:14 11560000
2016/03/13 04:26:42 11570000
2016/03/13 04:27:10 11580000
2016/03/13 04:27:34 11590000
2016/03/13 04:28:01 11600000
2016/03/13 04:28:32 11610000
2016/03/13 04:28:58 11620000
2016/03/13 04:29:20 11630000
2016/03/13 04:29:43 11640000
2016/03/13 04:30:10 11650000
2016/03/13 04:30:32 11660000
2016/03/13 04:31:00 11670000
2016/03/13 04:31:24 11680000
2016/03/13 04:31:47 11690000
2016/03/13 04:32:13 11700000
2016/03/13 04:32:35 11710000
2016/03/13 04:32:59 11720000
2016/03/13 04:33:25 11730000
2016/03/13 04:33:54 11740000
2016/03/13 04:34:19 11750000
2016/03/13 04:34:44 11760000
2016/03/13 04:35:14 11770000
2016/03/13 04:35:40 11780000
2016/03/13 04:36:03 11790000
2016/03/13 04:36:30 11800000
2016/03/13 04:36:58 11810000
2016/03/13 04:37:28 11820000
2016/03/13 04:37:56 11830000
2016/03/13 04:38:25 11840000
2016/03/13 04:38:54 11850000
2016/03/13 04:39:21 11860000
2016/03/13 04:39:48 11870000
2016/03/13 04:40:16 11880000
2016/03/13 04:40:42 11890000
2016/03/13 04:41:09 11900000
2016/03/13 04:41:33 11910000
2016/03/13 04:41:59 11920000
2016/03/13 04:42:23 11930000
2016/03/13 04:42:46 11940000
2016/03/13 04:43:10 11950000
2016/03/13 04:43:36 11960000
2016/03/13 04:44:02 11970000
2016/03/13 04:44:29 11980000
2016/03/13 04:44:55 11990000
2016/03/13 04:45:23 12000000
2016/03/13 04:45:51 12010000
2016/03/13 04:46:19 12020000
2016/03/13 04:46:47 12030000
2016/03/13 04:47:11 12040000
2016/03/13 04:47:40 12050000
2016/03/13 04:48:11 12060000
2016/03/13 04:48:43 12070000
2016/03/13 04:49:12 12080000
2016/03/13 04:49:37 12090000
2016/03/13 04:50:04 12100000
2016/03/13 04:50:33 12110000
2016/03/13 04:51:00 12120000
2016/03/13 04:51:36 12130000
2016/03/13 04:52:11 12140000
2016/03/13 04:52:44 12150000
2016/03/13 04:53:16 12160000
2016/03/13 04:53:47 12170000
2016/03/13 04:54:13 12180000
2016/03/13 04:54:42 12190000
2016/03/13 04:55:05 12200000
2016/03/13 04:55:32 12210000
2016/03/13 04:55:59 12220000
2016/03/13 04:56:25 12230000
2016/03/13 04:56:55 12240000
2016/03/13 04:57:19 12250000
2016/03/13 04:57:44 12260000
2016/03/13 04:58:11 12270000
2016/03/13 04:58:40 12280000
2016/03/13 04:59:09 12290000
2016/03/13 04:59:34 12300000
2016/03/13 05:00:03 12310000
2016/03/13 05:00:29 12320000
2016/03/13 05:00:54 12330000
2016/03/13 05:01:17 12340000
2016/03/13 05:01:44 12350000
2016/03/13 05:02:11 12360000
2016/03/13 05:02:36 12370000
2016/03/13 05:03:04 12380000
2016/03/13 05:03:32 12390000
2016/03/13 05:03:56 12400000
2016/03/13 05:04:19 12410000
2016/03/13 05:04:45 12420000
2016/03/13 05:05:09 12430000
2016/03/13 05:05:35 12440000
2016/03/13 05:06:03 12450000
2016/03/13 05:06:31 12460000
2016/03/13 05:06:58 12470000
2016/03/13 05:07:26 12480000
2016/03/13 05:07:51 12490000
2016/03/13 05:08:18 12500000
2016/03/13 05:08:42 12510000
2016/03/13 05:09:10 12520000
2016/03/13 05:09:34 12530000
2016/03/13 05:10:01 12540000
2016/03/13 05:10:28 12550000
2016/03/13 05:10:56 12560000
2016/03/13 05:11:22 12570000
2016/03/13 05:11:50 12580000
2016/03/13 05:12:14 12590000
2016/03/13 05:12:42 12600000
2016/03/13 05:13:07 12610000
2016/03/13 05:13:34 12620000
2016/03/13 05:14:02 12630000
2016/03/13 05:14:29 12640000
2016/03/13 05:14:56 12650000
2016/03/13 05:15:23 12660000
2016/03/13 05:15:50 12670000
2016/03/13 05:16:22 12680000
2016/03/13 05:16:50 12690000
2016/03/13 05:17:16 12700000
2016/03/13 05:17:42 12710000
2016/03/13 05:18:13 12720000
2016/03/13 05:18:36 12730000
2016/03/13 05:19:03 12740000
2016/03/13 05:19:33 12750000
2016/03/13 05:20:00 12760000
2016/03/13 05:20:24 12770000
2016/03/13 05:20:54 12780000
2016/03/13 05:21:21 12790000
2016/03/13 05:21:44 12800000
2016/03/13 05:22:10 12810000
2016/03/13 05:22:34 12820000
2016/03/13 05:22:59 12830000
2016/03/13 05:23:26 12840000
2016/03/13 05:23:53 12850000
2016/03/13 05:24:20 12860000
2016/03/13 05:24:48 12870000
2016/03/13 05:25:15 12880000
2016/03/13 05:25:40 12890000
2016/03/13 05:26:06 12900000
2016/03/13 05:26:35 12910000
2016/03/13 05:27:03 12920000
2016/03/13 05:27:30 12930000
2016/03/13 05:27:57 12940000
2016/03/13 05:28:25 12950000
2016/03/13 05:28:50 12960000
2016/03/13 05:29:15 12970000
2016/03/13 05:29:44 12980000
2016/03/13 05:30:12 12990000
2016/03/13 05:30:40 13000000
2016/03/13 05:31:08 13010000
2016/03/13 05:31:33 13020000
2016/03/13 05:32:00 13030000
2016/03/13 05:32:28 13040000
2016/03/13 05:32:54 13050000
2016/03/13 05:33:22 13060000
2016/03/13 05:33:48 13070000
2016/03/13 05:34:18 13080000
2016/03/13 05:34:46 13090000
2016/03/13 05:35:16 13100000
2016/03/13 05:35:43 13110000
2016/03/13 05:36:07 13120000
2016/03/13 05:36:36 13130000
2016/03/13 05:37:04 13140000
2016/03/13 05:37:34 13150000
2016/03/13 05:38:02 13160000
2016/03/13 05:38:29 13170000
2016/03/13 05:38:59 13180000
2016/03/13 05:39:22 13190000
2016/03/13 05:39:49 13200000
2016/03/13 05:40:15 13210000
2016/03/13 05:40:43 13220000
2016/03/13 05:41:12 13230000
2016/03/13 05:41:36 13240000
2016/03/13 05:42:07 13250000
2016/03/13 05:42:32 13260000
2016/03/13 05:43:01 13270000
2016/03/13 05:43:27 13280000
2016/03/13 05:43:52 13290000
2016/03/13 05:44:22 13300000
2016/03/13 05:44:51 13310000
2016/03/13 05:45:17 13320000
2016/03/13 05:45:46 13330000
2016/03/13 05:46:13 13340000
2016/03/13 05:46:42 13350000
2016/03/13 05:47:05 13360000
2016/03/13 05:47:31 13370000
2016/03/13 05:48:02 13380000
2016/03/13 05:48:29 13390000
2016/03/13 05:48:57 13400000
2016/03/13 05:49:24 13410000
2016/03/13 05:49:50 13420000
2016/03/13 05:50:19 13430000
2016/03/13 05:50:44 13440000
2016/03/13 05:51:13 13450000
2016/03/13 05:51:44 13460000
2016/03/13 05:52:15 13470000
2016/03/13 05:52:41 13480000
2016/03/13 05:53:08 13490000
2016/03/13 05:53:34 13500000
2016/03/13 05:54:01 13510000
2016/03/13 05:54:27 13520000
2016/03/13 05:54:54 13530000
2016/03/13 05:55:20 13540000
2016/03/13 05:55:48 13550000
2016/03/13 05:56:20 13560000
2016/03/13 05:56:47 13570000
2016/03/13 05:57:14 13580000
2016/03/13 05:57:41 13590000
2016/03/13 05:58:12 13600000
2016/03/13 05:58:37 13610000
2016/03/13 05:59:03 13620000
2016/03/13 05:59:29 13630000
2016/03/13 05:59:52 13640000
2016/03/13 06:00:19 13650000
2016/03/13 06:00:44 13660000
2016/03/13 06:01:10 13670000
2016/03/13 06:01:41 13680000
2016/03/13 06:02:08 13690000
2016/03/13 06:02:34 13700000
2016/03/13 06:03:01 13710000
2016/03/13 06:03:31 13720000
2016/03/13 06:03:58 13730000
2016/03/13 06:04:23 13740000
2016/03/13 06:04:51 13750000
2016/03/13 06:05:19 13760000
2016/03/13 06:05:47 13770000
2016/03/13 06:06:17 13780000
2016/03/13 06:06:41 13790000
2016/03/13 06:07:10 13800000
2016/03/13 06:07:35 13810000
2016/03/13 06:08:03 13820000
2016/03/13 06:08:30 13830000
2016/03/13 06:08:58 13840000
2016/03/13 06:09:27 13850000
2016/03/13 06:09:54 13860000
2016/03/13 06:10:23 13870000
2016/03/13 06:10:50 13880000
2016/03/13 06:11:17 13890000
2016/03/13 06:11:45 13900000
2016/03/13 06:12:16 13910000
2016/03/13 06:12:45 13920000
2016/03/13 06:13:15 13930000
2016/03/13 06:13:44 13940000
2016/03/13 06:14:13 13950000
2016/03/13 06:14:41 13960000
2016/03/13 06:15:10 13970000
2016/03/13 06:15:36 13980000
2016/03/13 06:16:01 13990000
2016/03/13 06:16:27 14000000
2016/03/13 06:16:57 14010000
2016/03/13 06:17:26 14020000
2016/03/13 06:17:54 14030000
2016/03/13 06:18:20 14040000
2016/03/13 06:19:11 14050000
2016/03/13 06:19:43 14060000
2016/03/13 06:20:10 14070000
2016/03/13 06:20:36 14080000
2016/03/13 06:20:57 ClientError|[Cluster] all retries exhausted and/or no nodes available to execute command|InnerError|read tcp 192.241.197.154:50128->198.199.109.100:8087: i/o timeout
2016/03/13 06:20:57 ERROR sleeping 14081628
2016/03/13 06:21:03 ClientError|[Cluster] all retries exhausted and/or no nodes available to execute command|InnerError|read tcp 192.241.197.154:50136->198.199.109.100:8087: i/o timeout
2016/03/13 06:21:03 ERROR sleeping 14081970
2016/03/13 06:21:26 14090000
2016/03/13 06:21:58 14100000
2016/03/13 06:22:26 14110000
2016/03/13 06:22:51 14120000
2016/03/13 06:23:20 14130000
2016/03/13 06:23:50 14140000
2016/03/13 06:24:19 14150000
2016/03/13 06:24:48 14160000
2016/03/13 06:25:24 14170000
2016/03/13 06:25:55 14180000
2016/03/13 06:26:27 14190000
2016/03/13 06:26:55 14200000
2016/03/13 06:27:25 14210000
2016/03/13 06:27:53 14220000
2016/03/13 06:28:20 14230000
2016/03/13 06:28:47 14240000
2016/03/13 06:29:14 14250000
2016/03/13 06:29:48 14260000
2016/03/13 06:30:19 14270000
2016/03/13 06:30:58 14280000
2016/03/13 06:31:22 14290000
2016/03/13 06:31:49 14300000
2016/03/13 06:32:14 14310000
2016/03/13 06:32:42 14320000
2016/03/13 06:33:12 14330000
2016/03/13 06:33:37 14340000
2016/03/13 06:34:05 14350000
2016/03/13 06:34:32 14360000
2016/03/13 06:35:02 14370000
2016/03/13 06:35:31 14380000
2016/03/13 06:35:57 14390000
2016/03/13 06:36:26 14400000
2016/03/13 06:36:56 14410000
2016/03/13 06:37:27 14420000
2016/03/13 06:37:55 14430000
2016/03/13 06:38:27 14440000
2016/03/13 06:38:53 14450000
2016/03/13 06:39:20 14460000
2016/03/13 06:39:47 14470000
2016/03/13 06:40:16 14480000
2016/03/13 06:40:43 14490000
2016/03/13 06:41:09 14500000
2016/03/13 06:41:35 14510000
2016/03/13 06:42:03 14520000
2016/03/13 06:42:33 14530000
2016/03/13 06:43:00 14540000
2016/03/13 06:43:31 14550000
2016/03/13 06:43:59 14560000
2016/03/13 06:44:26 14570000
2016/03/13 06:44:49 14580000
2016/03/13 06:45:14 14590000
2016/03/13 06:45:44 14600000
2016/03/13 06:46:15 14610000
2016/03/13 06:46:43 14620000
2016/03/13 06:47:23 14630000
2016/03/13 06:47:49 14640000
2016/03/13 06:48:16 14650000
2016/03/13 06:48:42 14660000
2016/03/13 06:49:09 14670000
2016/03/13 06:49:37 14680000
2016/03/13 06:50:09 14690000
2016/03/13 06:50:37 14700000
2016/03/13 06:51:07 14710000
2016/03/13 06:51:32 14720000
2016/03/13 06:52:01 14730000
2016/03/13 06:52:28 14740000
2016/03/13 06:52:58 14750000
2016/03/13 06:53:31 14760000
2016/03/13 06:53:59 14770000
2016/03/13 06:54:25 14780000
2016/03/13 06:54:52 14790000
2016/03/13 06:55:19 14800000
2016/03/13 06:55:47 14810000
2016/03/13 06:56:17 14820000
2016/03/13 06:56:43 14830000
2016/03/13 06:57:08 14840000
2016/03/13 06:57:33 14850000
2016/03/13 06:57:59 14860000
2016/03/13 06:58:30 14870000
2016/03/13 06:58:59 14880000
2016/03/13 06:59:25 14890000
2016/03/13 06:59:52 14900000
2016/03/13 07:00:18 14910000
2016/03/13 07:00:45 14920000
2016/03/13 07:01:14 14930000
2016/03/13 07:01:44 14940000
2016/03/13 07:02:11 14950000
2016/03/13 07:02:42 14960000
2016/03/13 07:03:13 14970000
2016/03/13 07:03:44 14980000
2016/03/13 07:04:12 14990000
2016/03/13 07:04:37 15000000
2016/03/13 07:05:07 15010000
2016/03/13 07:05:32 15020000
2016/03/13 07:06:02 15030000
2016/03/13 07:06:30 15040000
2016/03/13 07:06:59 15050000
2016/03/13 07:07:29 15060000
2016/03/13 07:07:58 15070000
2016/03/13 07:08:28 15080000
2016/03/13 07:08:58 15090000
2016/03/13 07:09:28 15100000
2016/03/13 07:09:54 15110000
2016/03/13 07:10:22 15120000
2016/03/13 07:10:54 15130000
2016/03/13 07:11:20 15140000
2016/03/13 07:11:49 15150000
2016/03/13 07:12:15 15160000
2016/03/13 07:12:48 15170000
2016/03/13 07:13:18 15180000
2016/03/13 07:13:47 15190000
2016/03/13 07:14:16 15200000
2016/03/13 07:14:44 15210000
2016/03/13 07:15:14 15220000
2016/03/13 07:15:42 15230000
2016/03/13 07:16:09 15240000
2016/03/13 07:16:39 15250000
2016/03/13 07:17:07 15260000
2016/03/13 07:17:38 15270000
2016/03/13 07:18:08 15280000
2016/03/13 07:18:39 15290000
2016/03/13 07:19:07 15300000
2016/03/13 07:19:32 15310000
2016/03/13 07:19:59 15320000
2016/03/13 07:20:24 15330000
2016/03/13 07:20:52 15340000
2016/03/13 07:21:25 15350000
2016/03/13 07:21:51 15360000
2016/03/13 07:22:22 15370000
2016/03/13 07:22:47 15380000
2016/03/13 07:23:17 15390000
2016/03/13 07:23:47 15400000
2016/03/13 07:24:13 15410000
2016/03/13 07:24:45 15420000
2016/03/13 07:25:11 15430000
2016/03/13 07:25:44 15440000
2016/03/13 07:26:09 15450000
2016/03/13 07:26:38 15460000
2016/03/13 07:27:08 15470000
2016/03/13 07:27:35 15480000
2016/03/13 07:28:04 15490000
2016/03/13 07:28:30 15500000
2016/03/13 07:29:01 15510000
2016/03/13 07:29:30 15520000
2016/03/13 07:29:58 15530000
2016/03/13 07:30:27 15540000
2016/03/13 07:30:55 15550000
2016/03/13 07:31:23 15560000
2016/03/13 07:31:54 15570000
2016/03/13 07:32:23 15580000
2016/03/13 07:32:51 15590000
2016/03/13 07:33:22 15600000
2016/03/13 07:33:50 15610000
2016/03/13 07:34:17 15620000
2016/03/13 07:34:48 15630000
2016/03/13 07:35:17 15640000
2016/03/13 07:35:42 15650000
2016/03/13 07:36:11 15660000
2016/03/13 07:36:38 15670000
2016/03/13 07:37:05 15680000
2016/03/13 07:37:33 15690000
2016/03/13 07:38:00 15700000
2016/03/13 07:38:27 15710000
2016/03/13 07:38:54 15720000
2016/03/13 07:39:21 15730000
2016/03/13 07:39:50 15740000
2016/03/13 07:40:21 15750000
2016/03/13 07:40:50 15760000
2016/03/13 07:41:19 15770000
2016/03/13 07:41:46 15780000
2016/03/13 07:42:13 15790000
2016/03/13 07:42:41 15800000
2016/03/13 07:43:06 15810000
2016/03/13 07:43:35 15820000
2016/03/13 07:44:05 15830000
2016/03/13 07:44:36 15840000
2016/03/13 07:45:07 15850000
2016/03/13 07:45:33 15860000
2016/03/13 07:46:01 15870000
2016/03/13 07:46:30 15880000
2016/03/13 07:46:56 15890000
2016/03/13 07:47:20 15900000
2016/03/13 07:47:48 15910000
2016/03/13 07:48:17 15920000
2016/03/13 07:48:46 15930000
2016/03/13 07:49:15 15940000
2016/03/13 07:49:43 15950000
2016/03/13 07:50:11 15960000
2016/03/13 07:50:39 15970000
2016/03/13 07:51:08 15980000
2016/03/13 07:51:38 15990000
2016/03/13 07:52:03 16000000
2016/03/13 07:52:33 16010000
2016/03/13 07:53:02 16020000
2016/03/13 07:53:27 16030000
2016/03/13 07:53:58 16040000
2016/03/13 07:54:24 16050000
2016/03/13 07:54:49 16060000
2016/03/13 07:55:15 16070000
2016/03/13 07:55:44 16080000
2016/03/13 07:56:14 16090000
2016/03/13 07:56:43 16100000
2016/03/13 07:57:11 16110000
2016/03/13 07:57:39 16120000
2016/03/13 07:58:05 16130000
2016/03/13 07:58:35 16140000
2016/03/13 07:59:03 16150000
2016/03/13 07:59:29 16160000
2016/03/13 07:59:59 16170000
2016/03/13 08:00:24 16180000
2016/03/13 08:00:51 16190000
2016/03/13 08:01:18 16200000
2016/03/13 08:01:48 16210000
2016/03/13 08:02:19 16220000
2016/03/13 08:02:49 16230000
2016/03/13 08:03:19 16240000
2016/03/13 08:03:48 16250000
2016/03/13 08:04:18 16260000
2016/03/13 08:04:47 16270000
2016/03/13 08:05:16 16280000
2016/03/13 08:05:43 16290000
2016/03/13 08:06:11 16300000
2016/03/13 08:06:40 16310000
2016/03/13 08:07:08 16320000
2016/03/13 08:07:36 16330000
2016/03/13 08:08:03 16340000
