detectorid,starttime,volume,speed,occupancy,status,dqflags
1379,9/15/2011 0:42:00,1,60,1,2,0
1379,9/15/2011 0:42:20,0,,0,0,0
1379,9/15/2011 0:42:40,1,48,4,2,0
1379,9/15/2011 0:43:00,1,60,1,2,0
1379,9/15/2011 0:43:20,1,61,1,2,0
1379,9/15/2011 0:43:40,2,60,2,2,0
1379,9/15/2011 0:44:00,3,56,3,2,0
1379,9/15/2011 0:44:20,0,,0,0,0
1379,9/15/2011 0:44:40,0,,0,0,0
1379,9/15/2011 0:45:00,0,,0,0,0
1379,9/15/2011 0:45:20,0,,0,0,0
1379,9/15/2011 0:45:40,2,65,1,2,0
1379,9/15/2011 0:46:00,1,60,1,2,0
1379,9/15/2011 0:46:20,0,,0,0,0
1379,9/15/2011 0:46:40,3,49,4,2,0
1379,9/15/2011 0:47:00,1,63,1,2,0
1379,9/15/2011 0:47:20,2,57,2,2,0
1379,9/15/2011 0:47:40,1,60,1,2,0
1379,9/15/2011 0:48:00,1,61,3,2,0
1379,9/15/2011 0:48:20,1,50,0,3,0
1379,9/15/2011 0:48:40,0,,0,0,0
1379,9/15/2011 0:49:00,0,,0,0,0
1379,9/15/2011 0:49:20,2,56,2,2,0
1379,9/15/2011 0:49:40,3,61,2,2,0
1379,9/15/2011 0:50:00,1,60,4,2,0
1379,9/15/2011 0:50:20,0,,0,0,0
1379,9/15/2011 0:50:40,1,81,4,2,0
1379,9/15/2011 0:51:00,1,60,4,2,0
1379,9/15/2011 0:51:20,1,50,1,2,0
1379,9/15/2011 0:51:40,2,63,2,2,0
1379,9/15/2011 0:52:00,0,,0,0,0
1379,9/15/2011 0:52:20,3,57,3,2,0
1379,9/15/2011 0:52:40,1,64,1,2,0
1379,9/15/2011 0:53:00,1,64,4,2,0
1379,9/15/2011 0:53:20,2,53,5,2,0
1379,9/15/2011 0:53:40,0,,0,0,0
1379,9/15/2011 0:54:00,0,,0,0,0
1379,9/15/2011 0:54:20,1,0,0,3,24
1379,9/15/2011 0:54:40,0,0,1,3,72
1379,9/15/2011 0:55:00,2,62,7,2,0
1379,9/15/2011 0:55:20,0,,0,0,0
1379,9/15/2011 0:55:40,1,64,1,2,0
1379,9/15/2011 0:56:00,0,,0,0,0
1379,9/15/2011 0:56:20,1,64,4,2,0
1379,9/15/2011 0:56:40,1,61,1,2,0
1379,9/15/2011 0:57:00,0,,0,0,0
1379,9/15/2011 0:57:20,1,63,1,2,0
1379,9/15/2011 0:57:40,1,60,4,2,0
1379,9/15/2011 0:58:00,3,62,5,2,0
1379,9/15/2011 0:58:20,0,,0,0,0
1379,9/15/2011 0:58:40,1,59,1,2,0
1379,9/15/2011 0:59:00,1,59,1,2,0
1379,9/15/2011 0:59:20,0,,0,0,0
1379,9/15/2011 0:59:40,1,63,1,2,0
1382,9/15/2011 0:00:00,0,0,0,2,8
1382,9/15/2011 0:00:20,0,0,0,2,8
1382,9/15/2011 0:00:40,0,0,0,2,8
1382,9/15/2011 0:01:00,0,0,0,2,8
1382,9/15/2011 0:01:20,2,0,0,2,24
1382,9/15/2011 0:01:40,2,0,0,2,24
1382,9/15/2011 0:02:00,1,0,0,2,24
1382,9/15/2011 0:02:20,1,0,0,2,24
1382,9/15/2011 0:02:40,0,0,0,2,8
1382,9/15/2011 0:03:00,0,0,0,2,8
1382,9/15/2011 0:03:20,2,0,0,2,24
1382,9/15/2011 0:03:40,0,0,0,2,8
1382,9/15/2011 0:04:00,2,0,0,2,24
1382,9/15/2011 0:04:20,1,0,0,2,24
1382,9/15/2011 0:04:40,0,0,0,2,8
1382,9/15/2011 0:05:00,0,0,0,2,8
1382,9/15/2011 0:05:20,0,0,0,2,8
1382,9/15/2011 0:05:40,0,0,0,2,8
1382,9/15/2011 0:06:00,1,0,0,2,24
1382,9/15/2011 0:06:20,0,0,0,2,8
1382,9/15/2011 0:06:40,2,0,0,2,24
1382,9/15/2011 0:07:00,3,0,0,2,24
1382,9/15/2011 0:07:20,1,0,0,2,24
1382,9/15/2011 0:07:40,0,0,0,2,8
1382,9/15/2011 0:08:00,2,0,0,2,24
1382,9/15/2011 0:08:20,2,0,0,2,24
1382,9/15/2011 0:08:40,0,0,0,2,8
1382,9/15/2011 0:09:00,1,0,0,2,24
1382,9/15/2011 0:09:20,0,0,0,2,8
1382,9/15/2011 0:09:40,1,0,0,2,24
1382,9/15/2011 0:10:00,0,0,0,2,8
1382,9/15/2011 0:10:20,0,0,0,2,8
1382,9/15/2011 0:10:40,0,0,0,2,8
1382,9/15/2011 0:11:00,0,0,0,2,8
1382,9/15/2011 0:11:20,0,0,0,2,8
1382,9/15/2011 0:11:40,1,0,0,2,24
1382,9/15/2011 0:12:00,1,0,0,2,24
1382,9/15/2011 0:12:20,1,0,0,2,24
1382,9/15/2011 0:12:40,0,0,0,2,8
1382,9/15/2011 0:13:00,1,0,0,2,24
1382,9/15/2011 0:13:20,0,0,0,2,8
1382,9/15/2011 0:13:40,2,0,0,2,24
1382,9/15/2011 0:14:00,1,0,0,2,24
1382,9/15/2011 0:14:20,1,0,0,2,24
1382,9/15/2011 0:14:40,0,0,0,2,8
1382,9/15/2011 0:15:00,0,0,0,2,8
1382,9/15/2011 0:15:20,0,0,0,2,8
1382,9/15/2011 0:15:40,0,0,0,2,8
1382,9/15/2011 0:16:00,0,0,0,2,8
1382,9/15/2011 0:16:20,0,0,0,2,8
1382,9/15/2011 0:16:40,1,0,0,2,24
1382,9/15/2011 0:17:00,0,0,0,2,8
1382,9/15/2011 0:17:20,0,0,0,2,8
1382,9/15/2011 0:17:40,0,0,0,2,8
1382,9/15/2011 0:18:00,0,0,0,2,8
1382,9/15/2011 0:18:20,2,0,0,2,24
1382,9/15/2011 0:18:40,0,0,0,2,8
1382,9/15/2011 0:19:00,1,0,0,2,24
1382,9/15/2011 0:19:20,0,0,0,2,8
1382,9/15/2011 0:19:40,0,0,0,2,8
1382,9/15/2011 0:20:00,1,0,0,2,24
1382,9/15/2011 0:20:20,0,0,0,2,8
1382,9/15/2011 0:20:40,1,0,0,2,24
1382,9/15/2011 0:21:00,0,0,0,2,8
1382,9/15/2011 0:21:20,1,0,0,2,24
1382,9/15/2011 0:21:40,0,0,0,2,8
1382,9/15/2011 0:22:00,0,0,0,2,8
1382,9/15/2011 0:22:20,1,0,0,2,24
1382,9/15/2011 0:22:40,0,0,0,2,8
1382,9/15/2011 0:23:00,1,0,0,2,24
1382,9/15/2011 0:23:20,1,0,0,2,24
1382,9/15/2011 0:23:40,1,0,0,2,24
1382,9/15/2011 0:24:00,1,0,0,2,24
1382,9/15/2011 0:24:20,0,0,0,2,8
1382,9/15/2011 0:24:40,1,0,0,2,24
1382,9/15/2011 0:25:00,1,0,0,2,24
1382,9/15/2011 0:25:20,0,0,0,2,8
1382,9/15/2011 0:25:40,0,0,0,2,8
1382,9/15/2011 0:26:00,0,0,0,2,8
1382,9/15/2011 0:26:20,2,0,0,2,24
1382,9/15/2011 0:26:40,0,0,0,2,8
1382,9/15/2011 0:27:00,0,0,0,2,8
1382,9/15/2011 0:27:20,0,0,0,2,8
1382,9/15/2011 0:27:40,0,0,0,2,8
1382,9/15/2011 0:28:00,0,0,0,2,8
1382,9/15/2011 0:28:20,0,0,0,2,8
1382,9/15/2011 0:28:40,0,0,0,2,8
1382,9/15/2011 0:29:00,0,0,0,2,8
1382,9/15/2011 0:29:20,1,0,0,2,24
1382,9/15/2011 0:29:40,0,0,0,2,8
1382,9/15/2011 0:30:00,2,0,0,2,24
1382,9/15/2011 0:30:20,0,0,0,2,8
1382,9/15/2011 0:30:40,1,0,0,2,24
1382,9/15/2011 0:31:00,0,0,0,2,8
1382,9/15/2011 0:31:20,0,0,0,2,8
1382,9/15/2011 0:31:40,1,0,0,2,24
1382,9/15/2011 0:32:00,0,0,0,2,8
1382,9/15/2011 0:32:20,0,0,0,2,8
1382,9/15/2011 0:32:40,0,0,0,2,8
1382,9/15/2011 0:33:00,1,0,0,2,24
1382,9/15/2011 0:33:20,0,0,0,2,8
1382,9/15/2011 0:33:40,0,0,0,2,8
1382,9/15/2011 0:34:00,1,0,0,2,24
1382,9/15/2011 0:34:20,2,0,0,2,24
1382,9/15/2011 0:34:40,1,0,0,2,24
1382,9/15/2011 0:35:00,1,0,0,2,24
1382,9/15/2011 0:35:20,0,0,0,2,8
1382,9/15/2011 0:35:40,2,0,0,2,24
1382,9/15/2011 0:36:00,0,0,0,2,8
1382,9/15/2011 0:36:20,0,0,0,2,8
1382,9/15/2011 0:36:40,1,0,0,2,24
1382,9/15/2011 0:37:00,0,0,0,2,8
1382,9/15/2011 0:37:20,0,0,0,2,8
1382,9/15/2011 0:37:40,1,0,0,2,24
1382,9/15/2011 0:38:00,0,0,0,2,8
1382,9/15/2011 0:38:20,3,0,0,2,24
1382,9/15/2011 0:38:40,0,0,0,2,8
1382,9/15/2011 0:39:00,0,0,0,2,8
1382,9/15/2011 0:39:20,2,0,0,2,24
1382,9/15/2011 0:39:40,0,0,0,2,8
1382,9/15/2011 0:40:00,0,0,0,2,8
1382,9/15/2011 0:40:20,1,0,0,2,24
1382,9/15/2011 0:40:40,0,0,0,2,8
1382,9/15/2011 0:41:00,1,0,0,2,24
1382,9/15/2011 0:41:20,0,0,0,2,8
1382,9/15/2011 0:41:40,3,0,0,2,24
1382,9/15/2011 0:42:00,0,0,0,2,8
1382,9/15/2011 0:42:20,0,0,0,2,8
1382,9/15/2011 0:42:40,1,0,0,2,24
1382,9/15/2011 0:43:00,0,0,0,2,8
1382,9/15/2011 0:43:20,0,0,0,2,8
1382,9/15/2011 0:43:40,0,0,0,2,8
1382,9/15/2011 0:44:00,0,0,0,2,8
1382,9/15/2011 0:44:20,0,0,0,2,8
1382,9/15/2011 0:44:40,1,0,0,2,24
1382,9/15/2011 0:45:00,0,0,0,2,8
1382,9/15/2011 0:45:20,2,0,0,2,24
1382,9/15/2011 0:45:40,0,0,0,2,8
1382,9/15/2011 0:46:00,0,0,0,2,8
1382,9/15/2011 0:46:20,0,0,0,2,8
1382,9/15/2011 0:46:40,1,0,0,2,24
1382,9/15/2011 0:47:00,1,0,0,2,24
1382,9/15/2011 0:47:20,0,0,0,2,8
1382,9/15/2011 0:47:40,0,0,0,2,8
1382,9/15/2011 0:48:00,0,0,0,2,8
1382,9/15/2011 0:48:20,0,0,0,2,8
1382,9/15/2011 0:48:40,0,0,0,2,8
1382,9/15/2011 0:49:00,0,0,0,2,8
1382,9/15/2011 0:49:20,0,0,0,2,8
1382,9/15/2011 0:49:40,0,0,0,2,8
1382,9/15/2011 0:50:00,0,0,0,2,8
1382,9/15/2011 0:50:20,1,0,0,2,24
1382,9/15/2011 0:50:40,0,0,0,2,8
1382,9/15/2011 0:51:00,0,0,0,2,8
1382,9/15/2011 0:51:20,1,0,0,2,24
1382,9/15/2011 0:51:40,0,0,0,2,8
1382,9/15/2011 0:52:00,0,0,0,2,8
1382,9/15/2011 0:52:20,0,0,0,2,8
1382,9/15/2011 0:52:40,0,0,0,2,8
1382,9/15/2011 0:53:00,0,0,0,2,8
1382,9/15/2011 0:53:20,0,0,0,2,8
1382,9/15/2011 0:53:40,0,0,0,2,8
1382,9/15/2011 0:54:00,1,0,0,2,24
1382,9/15/2011 0:54:20,1,0,0,2,24
1382,9/15/2011 0:54:40,0,0,0,2,8
1382,9/15/2011 0:55:00,1,0,0,2,24
1382,9/15/2011 0:55:20,2,0,0,2,24
1382,9/15/2011 0:55:40,0,0,0,2,8
1382,9/15/2011 0:56:00,0,0,0,2,8
1382,9/15/2011 0:56:20,1,0,0,2,24
1382,9/15/2011 0:56:40,0,0,0,2,8
1382,9/15/2011 0:57:00,0,0,0,2,8
1382,9/15/2011 0:57:20,2,0,0,2,24
1382,9/15/2011 0:57:40,2,0,0,2,24
1382,9/15/2011 0:58:00,0,0,0,2,8
1382,9/15/2011 0:58:20,0,0,0,2,8
1382,9/15/2011 0:58:40,2,0,0,2,24
1382,9/15/2011 0:59:00,2,0,0,2,24
1382,9/15/2011 0:59:20,1,0,0,2,24
1382,9/15/2011 0:59:40,0,0,0,2,8
1385,9/15/2011 0:00:00,0,,0,0,0
1385,9/15/2011 0:00:20,0,,0,0,0
1385,9/15/2011 0:00:40,2,67,2,2,0
1385,9/15/2011 0:01:00,1,61,1,2,0
1385,9/15/2011 0:01:20,0,,0,0,0
1385,9/15/2011 0:01:40,1,56,1,2,0
1385,9/15/2011 0:02:00,0,,0,0,0
1385,9/15/2011 0:02:20,1,65,0,3,0
1385,9/15/2011 0:02:40,1,65,0,3,0
1385,9/15/2011 0:03:00,0,,0,0,0
1385,9/15/2011 0:03:20,0,,0,0,0
1385,9/15/2011 0:03:40,2,74,1,2,0
1385,9/15/2011 0:04:00,0,,0,0,0
1385,9/15/2011 0:04:20,0,,0,0,0
1385,9/15/2011 0:04:40,1,62,1,2,0
1385,9/15/2011 0:05:00,0,,0,0,0
1385,9/15/2011 0:05:20,1,70,0,3,0
1385,9/15/2011 0:05:40,1,70,0,3,0
1385,9/15/2011 0:06:00,1,61,1,2,0
1385,9/15/2011 0:06:20,1,66,1,2,0
1385,9/15/2011 0:06:40,0,,0,0,0
1385,9/15/2011 0:07:00,1,66,1,2,0
1385,9/15/2011 0:07:20,1,66,1,2,0
1385,9/15/2011 0:07:40,1,62,1,2,0
1385,9/15/2011 0:08:00,0,,0,0,0
1385,9/15/2011 0:08:20,1,65,1,2,0
1385,9/15/2011 0:08:40,0,,0,0,0
1385,9/15/2011 0:09:00,0,,0,0,0
1385,9/15/2011 0:09:20,2,61,2,2,0
1385,9/15/2011 0:09:40,1,70,0,3,0
1385,9/15/2011 0:10:00,0,,0,0,0
1385,9/15/2011 0:10:20,1,61,1,2,0
1385,9/15/2011 0:10:40,1,66,1,2,0
1385,9/15/2011 0:11:00,0,,0,0,0
1385,9/15/2011 0:11:20,1,2,1,2,8
1385,9/15/2011 0:11:40,0,,0,0,0
1385,9/15/2011 0:12:00,1,66,1,2,0
1385,9/15/2011 0:12:20,1,70,0,3,0
1385,9/15/2011 0:12:40,0,,0,0,0
1385,9/15/2011 0:13:00,1,57,1,2,0
1385,9/15/2011 0:13:20,0,,0,0,0
1385,9/15/2011 0:13:40,0,,0,0,0
1385,9/15/2011 0:14:00,0,,0,0,0
1385,9/15/2011 0:14:20,0,,0,0,0
1385,9/15/2011 0:14:40,0,,0,0,0
1385,9/15/2011 0:15:00,0,,0,0,0
1385,9/15/2011 0:15:20,1,65,1,2,0
1385,9/15/2011 0:15:40,0,,0,0,0
1385,9/15/2011 0:16:00,1,65,1,2,0
1385,9/15/2011 0:16:20,1,61,1,2,0
1385,9/15/2011 0:16:40,0,,0,0,0
1385,9/15/2011 0:17:00,0,,0,0,0
1385,9/15/2011 0:17:20,0,,0,0,0
1385,9/15/2011 0:17:40,1,66,1,2,0
1385,9/15/2011 0:18:00,1,71,0,3,0
1385,9/15/2011 0:18:20,0,,0,0,0
1385,9/15/2011 0:18:40,1,62,0,3,0
1385,9/15/2011 0:19:00,0,,0,0,0
1385,9/15/2011 0:19:20,1,83,0,3,0
1385,9/15/2011 0:19:40,0,,0,0,0
1385,9/15/2011 0:20:00,1,66,0,3,0
1385,9/15/2011 0:20:20,0,,0,0,0
1385,9/15/2011 0:20:40,0,,0,0,0
1385,9/15/2011 0:21:00,0,,0,0,0
1385,9/15/2011 0:21:20,0,,0,0,0
1385,9/15/2011 0:21:40,1,70,0,3,0
1385,9/15/2011 0:22:00,0,,0,0,0
1385,9/15/2011 0:22:20,0,,0,0,0
1385,9/15/2011 0:22:40,0,,0,0,0
1385,9/15/2011 0:23:00,0,,0,0,0
1385,9/15/2011 0:23:20,0,,0,0,0
1385,9/15/2011 0:23:40,1,61,1,2,0
1385,9/15/2011 0:24:00,1,70,0,3,0
1385,9/15/2011 0:24:20,1,57,1,2,0
1385,9/15/2011 0:24:40,0,,0,0,0
1385,9/15/2011 0:25:00,2,63,2,2,0
1385,9/15/2011 0:25:20,0,,0,0,0
1385,9/15/2011 0:25:40,0,,0,0,0
1385,9/15/2011 0:26:00,0,,0,0,0
1385,9/15/2011 0:26:20,2,68,1,2,0
1385,9/15/2011 0:26:40,1,66,1,2,0
1385,9/15/2011 0:27:00,0,,0,0,0
1385,9/15/2011 0:27:20,0,,0,0,0
1385,9/15/2011 0:27:40,0,,0,0,0
1385,9/15/2011 0:28:00,0,,0,0,0
1385,9/15/2011 0:28:20,2,67,1,2,0
1385,9/15/2011 0:28:40,0,,0,0,0
1385,9/15/2011 0:29:00,0,,0,0,0
1385,9/15/2011 0:29:20,0,,0,0,0
1385,9/15/2011 0:29:40,0,,0,0,0
1385,9/15/2011 0:30:00,0,,0,0,0
1385,9/15/2011 0:30:20,0,,0,0,0
1385,9/15/2011 0:30:40,2,15,0,3,0
1385,9/15/2011 0:31:00,0,,0,0,0
1385,9/15/2011 0:31:20,2,70,0,3,0
1385,9/15/2011 0:31:40,0,0,1,3,72
1385,9/15/2011 0:32:00,0,,0,0,0
1385,9/15/2011 0:32:20,1,66,0,3,0
1385,9/15/2011 0:32:40,3,40,2,2,0
1385,9/15/2011 0:33:00,0,,0,0,0
1385,9/15/2011 0:33:20,0,,0,0,0
1385,9/15/2011 0:33:40,0,,0,0,0
1385,9/15/2011 0:34:00,0,,0,0,0
1385,9/15/2011 0:34:20,0,,0,0,0
1385,9/15/2011 0:34:40,0,,0,0,0
1385,9/15/2011 0:35:00,0,,0,0,0
1385,9/15/2011 0:35:20,1,0,0,3,24
1385,9/15/2011 0:35:40,1,70,1,2,0
1385,9/15/2011 0:36:00,2,62,2,2,0
1385,9/15/2011 0:36:20,1,70,0,3,0
1385,9/15/2011 0:36:40,1,65,0,3,0
1385,9/15/2011 0:37:00,0,,0,0,0
1385,9/15/2011 0:37:20,1,66,1,2,0
1385,9/15/2011 0:37:40,1,65,1,2,0
1385,9/15/2011 0:38:00,1,65,0,3,0
1385,9/15/2011 0:38:20,0,,0,0,0
1385,9/15/2011 0:38:40,0,,0,0,0
1385,9/15/2011 0:39:00,0,,0,0,0
1385,9/15/2011 0:39:20,0,,0,0,0
1385,9/15/2011 0:39:40,0,,0,0,0
1385,9/15/2011 0:40:00,0,,0,0,0
1385,9/15/2011 0:40:20,1,62,1,2,0
1385,9/15/2011 0:40:40,0,,0,0,0
1385,9/15/2011 0:41:00,0,,0,0,0
1385,9/15/2011 0:41:20,0,,0,0,0
1385,9/15/2011 0:41:40,0,,0,0,0
1385,9/15/2011 0:42:00,0,,0,0,0
1385,9/15/2011 0:42:20,1,61,1,2,0
1385,9/15/2011 0:42:40,1,62,1,2,0
1385,9/15/2011 0:43:00,0,,0,0,0
1385,9/15/2011 0:43:20,1,70,0,3,0
1385,9/15/2011 0:43:40,0,,0,0,0
1385,9/15/2011 0:44:00,0,,0,0,0
1385,9/15/2011 0:44:20,0,,0,0,0
1385,9/15/2011 0:44:40,0,,0,0,0
1385,9/15/2011 0:45:00,0,,0,0,0
1385,9/15/2011 0:45:20,1,57,1,2,0
1385,9/15/2011 0:45:40,0,,0,0,0
1385,9/15/2011 0:46:00,0,,0,0,0
1385,9/15/2011 0:46:20,0,,0,0,0
1385,9/15/2011 0:46:40,0,,0,0,0
1385,9/15/2011 0:47:00,0,,0,0,0
1385,9/15/2011 0:47:20,0,,0,0,0
1385,9/15/2011 0:47:40,1,57,0,3,0
1385,9/15/2011 0:48:00,0,,0,0,0
1385,9/15/2011 0:48:20,0,,0,0,0
1385,9/15/2011 0:48:40,0,,0,0,0
1385,9/15/2011 0:49:00,0,,0,0,0
1385,9/15/2011 0:49:20,0,,0,0,0
1385,9/15/2011 0:49:40,0,,0,0,0
1385,9/15/2011 0:50:00,0,,0,0,0
1385,9/15/2011 0:50:20,0,,0,0,0
1385,9/15/2011 0:50:40,0,,0,0,0
1385,9/15/2011 0:51:00,0,,0,0,0
1385,9/15/2011 0:51:20,0,,0,0,0
1385,9/15/2011 0:51:40,1,56,1,2,0
1385,9/15/2011 0:52:00,0,,0,0,0
1385,9/15/2011 0:52:20,0,,0,0,0
1385,9/15/2011 0:52:40,0,,0,0,0
1385,9/15/2011 0:53:00,0,,0,0,0
1385,9/15/2011 0:53:20,0,,0,0,0
1385,9/15/2011 0:53:40,0,,0,0,0
1385,9/15/2011 0:54:00,0,,0,0,0
1385,9/15/2011 0:54:20,0,,0,0,0
1385,9/15/2011 0:54:40,0,,0,0,0
1385,9/15/2011 0:55:00,0,,0,0,0
1385,9/15/2011 0:55:20,0,,0,0,0
1385,9/15/2011 0:55:40,0,,0,0,0
1385,9/15/2011 0:56:00,0,,0,0,0
1385,9/15/2011 0:56:20,0,,0,0,0
1385,9/15/2011 0:56:40,0,,0,0,0
1385,9/15/2011 0:57:00,0,,0,0,0
1385,9/15/2011 0:57:20,0,,0,0,0
1385,9/15/2011 0:57:40,0,,0,0,0
1385,9/15/2011 0:58:00,0,,0,0,0
1385,9/15/2011 0:58:20,0,,0,0,0
1385,9/15/2011 0:58:40,0,,0,0,0
1385,9/15/2011 0:59:00,0,,0,0,0
1385,9/15/2011 0:59:20,0,,0,0,0
1385,9/15/2011 0:59:40,0,,0,0,0
1386,9/15/2011 0:00:00,1,76,0,3,0
1386,9/15/2011 0:00:20,1,62,1,2,0
1386,9/15/2011 0:00:40,4,63,3,2,0
1386,9/15/2011 0:01:00,2,62,6,2,0
1386,9/15/2011 0:01:20,2,57,5,2,0
1386,9/15/2011 0:01:40,6,67,5,2,0
1386,9/15/2011 0:02:00,2,63,2,2,0
1386,9/15/2011 0:02:20,1,66,1,2,0
1386,9/15/2011 0:02:40,3,57,3,2,0
1386,9/15/2011 0:03:00,0,,0,0,0
1386,9/15/2011 0:03:20,2,62,2,2,0
1386,9/15/2011 0:03:40,4,61,4,2,0
1386,9/15/2011 0:04:00,4,60,4,2,0
1386,9/15/2011 0:04:20,0,,0,0,0
1386,9/15/2011 0:04:40,0,,0,0,0
1386,9/15/2011 0:05:00,5,62,5,2,0
1386,9/15/2011 0:05:20,2,64,2,2,0
1386,9/15/2011 0:05:40,2,57,2,2,0
1386,9/15/2011 0:06:00,4,64,3,2,0
1386,9/15/2011 0:06:20,0,,0,0,0
1386,9/15/2011 0:06:40,5,61,6,2,0
1386,9/15/2011 0:07:00,2,61,2,2,0
1386,9/15/2011 0:07:20,3,62,3,2,0
1386,9/15/2011 0:07:40,3,62,2,2,0
1386,9/15/2011 0:08:00,4,61,5,2,0
1386,9/15/2011 0:08:20,2,61,2,2,0
1386,9/15/2011 0:08:40,4,62,3,2,0
1386,9/15/2011 0:09:00,3,63,3,2,0
1386,9/15/2011 0:09:20,2,57,6,2,0
1386,9/15/2011 0:09:40,3,61,3,2,0
1386,9/15/2011 0:10:00,2,61,2,2,0
1386,9/15/2011 0:10:20,3,59,3,2,0
1386,9/15/2011 0:10:40,4,66,4,2,0
1386,9/15/2011 0:11:00,1,62,1,2,0
1386,9/15/2011 0:11:20,4,63,4,2,0
1386,9/15/2011 0:11:40,3,66,2,2,0
1386,9/15/2011 0:12:00,1,58,1,2,0
1386,9/15/2011 0:12:20,2,60,5,2,0
1386,9/15/2011 0:12:40,4,61,4,2,0
1386,9/15/2011 0:13:00,4,59,4,2,0
1386,9/15/2011 0:13:20,2,57,2,2,0
1386,9/15/2011 0:13:40,4,60,3,2,0
1386,9/15/2011 0:14:00,3,58,4,2,0
1386,9/15/2011 0:14:20,1,66,1,2,0
1386,9/15/2011 0:14:40,3,61,2,2,0
1386,9/15/2011 0:15:00,0,0,3,3,72
1386,9/15/2011 0:15:20,4,61,3,2,0
1386,9/15/2011 0:15:40,3,66,2,2,0
1386,9/15/2011 0:16:00,1,71,1,2,0
1386,9/15/2011 0:16:20,2,58,2,2,0
1386,9/15/2011 0:16:40,1,66,0,3,0
1386,9/15/2011 0:17:00,3,62,2,2,0
1386,9/15/2011 0:17:20,1,70,1,2,0
1386,9/15/2011 0:17:40,2,61,0,3,0
1386,9/15/2011 0:18:00,1,58,2,2,0
1386,9/15/2011 0:18:20,1,61,0,3,0
1386,9/15/2011 0:18:40,3,65,3,2,0
1386,9/15/2011 0:19:00,6,60,7,2,0
1386,9/15/2011 0:19:20,1,57,1,2,0
1386,9/15/2011 0:19:40,2,61,2,2,0
1386,9/15/2011 0:20:00,1,70,1,2,0
1386,9/15/2011 0:20:20,3,61,7,2,0
1386,9/15/2011 0:20:40,5,61,5,2,0
1386,9/15/2011 0:21:00,2,64,2,2,0
1386,9/15/2011 0:21:20,4,59,7,2,0
1386,9/15/2011 0:21:40,3,64,3,2,0
1386,9/15/2011 0:22:00,1,57,1,2,0
1386,9/15/2011 0:22:20,2,61,2,2,0
1386,9/15/2011 0:22:40,1,62,1,2,0
1386,9/15/2011 0:23:00,3,57,3,2,0
1386,9/15/2011 0:23:20,3,62,3,2,0
1386,9/15/2011 0:23:40,6,62,6,2,0
1386,9/15/2011 0:24:00,2,63,2,2,0
1386,9/15/2011 0:24:20,6,57,4,2,0
1386,9/15/2011 0:24:40,1,65,1,2,0
1386,9/15/2011 0:25:00,4,58,4,2,0
1386,9/15/2011 0:25:20,4,59,5,2,0
1386,9/15/2011 0:25:40,2,66,1,2,0
1386,9/15/2011 0:26:00,3,62,3,2,0
1386,9/15/2011 0:26:20,3,61,3,2,0
1386,9/15/2011 0:26:40,1,65,1,2,0
1386,9/15/2011 0:27:00,4,60,4,2,0
1386,9/15/2011 0:27:20,2,64,2,2,0
1386,9/15/2011 0:27:40,1,61,1,2,0
1386,9/15/2011 0:28:00,5,61,6,2,0
1386,9/15/2011 0:28:20,1,65,0,3,0
1386,9/15/2011 0:28:40,4,60,7,2,0
1386,9/15/2011 0:29:00,0,,0,0,0
1386,9/15/2011 0:29:20,4,64,4,2,0
1386,9/15/2011 0:29:40,0,,0,0,0
1386,9/15/2011 0:30:00,0,,0,0,0
1386,9/15/2011 0:30:20,2,61,1,2,0
1386,9/15/2011 0:30:40,3,67,2,2,0
1386,9/15/2011 0:31:00,3,60,3,2,0
1386,9/15/2011 0:31:20,3,58,3,2,0
1386,9/15/2011 0:31:40,3,61,2,2,0
1386,9/15/2011 0:32:00,1,70,1,2,0
1386,9/15/2011 0:32:20,1,61,1,2,0
1386,9/15/2011 0:32:40,5,61,7,2,0
1386,9/15/2011 0:33:00,2,58,4,2,0
1386,9/15/2011 0:33:20,2,66,2,2,0
1386,9/15/2011 0:33:40,1,61,1,2,0
1386,9/15/2011 0:34:00,1,65,1,2,0
1386,9/15/2011 0:34:20,2,67,2,2,0
1386,9/15/2011 0:34:40,2,59,5,2,0
1386,9/15/2011 0:35:00,1,54,1,2,0
1386,9/15/2011 0:35:20,5,60,5,2,0
1386,9/15/2011 0:35:40,2,55,6,2,0
1386,9/15/2011 0:36:00,4,61,3,2,0
1386,9/15/2011 0:36:20,3,66,4,2,0
1386,9/15/2011 0:36:40,1,61,1,2,0
1386,9/15/2011 0:37:00,2,69,1,2,0
1386,9/15/2011 0:37:20,3,65,3,2,0
1386,9/15/2011 0:37:40,0,,0,0,0
1386,9/15/2011 0:38:00,2,58,2,2,0
1386,9/15/2011 0:38:20,1,66,0,3,0
1386,9/15/2011 0:38:40,2,57,2,2,0
1386,9/15/2011 0:39:00,4,60,3,2,0
1386,9/15/2011 0:39:20,4,62,5,2,0
1386,9/15/2011 0:39:40,0,,0,0,0
1386,9/15/2011 0:40:00,0,,0,0,0
1386,9/15/2011 0:40:20,2,57,5,2,0
1386,9/15/2011 0:40:40,1,62,1,2,0
1386,9/15/2011 0:41:00,1,62,1,2,0
1386,9/15/2011 0:41:20,2,63,2,2,0
1386,9/15/2011 0:41:40,0,,0,0,0
1386,9/15/2011 0:42:00,3,59,4,2,0
1386,9/15/2011 0:42:20,1,54,1,2,0
1386,9/15/2011 0:42:40,4,60,4,2,0
